Gansu  (4290,1310)  (4340,1310)  (4240,1310)  (4240,1360)  (4290,1360)  (4340,1360)  (4240,1410)  (4290,1410)  (4340,1410)  (4240,1460)  (4290,1460)  (4340,1460)  (4190,1410)  (4190,1460)  (4190,1510)  (4190,1560)  (4240,1410)  | overflowToLeft=false
North Brasil  (1020,2363)  (1070,2363)  (970,2363)  (970,2413)  (1020,2413)  (1070,2413)  (1120,2363)  (1120,2413)  (920,2363)  (920,2413)  (1170,2363)  (1170,2413)  (1220,2413)  (8880,2313)  (930,2313)  (8705,2418)  | overflowToLeft=false
131 Sea Zone  (7080,1330)  (7130,1330)  (7030,1330)  (7030,1380)  (7080,1380)  (7130,1380)  (7030,1430)  (7080,1430)  (7130,1430)  (7030,1480)  (7080,1480)  (7130,1480)  (7030,1530)  (7080,1530)  (7130,1530)  (7030,1580)  (7080,1580)  (7130,1580)  (7180,1330)  (7180,1380)  (7180,1430)  (7180,1480)  (7180,1530)  (7180,1580)  (7035,1585)  (6980,1330)  (6980,1380)  (6980,1430)  (6980,1480)  (6980,1530)  (6980,1580)  (6985,1585)  | overflowToLeft=false
119 Sea Zone  (7480,1800)  (7530,1800)  (7430,1800)  (7430,1850)  (7480,1850)  (7530,1850)  (7430,1900)  (7480,1900)  (7530,1900)  (7430,1950)  (7480,1950)  (7530,1950)  (7430,2000)  (7480,2000)  (7530,2000)  (7430,2050)  (7480,2050)  (7530,2050)  (7430,2100)  (7480,2100)  (7530,2100)  (7430,2150)  (7480,2150)  (7530,2150)  (7430,2200)  (7480,2200)  (7530,2200)  (7430,2250)  (7480,2250)  (7530,2250)  (7435,2205)  | overflowToLeft=false
South Argentina  (810,3155)  (860,3155)  (760,3155)  (760,3205)  (810,3205)  (860,3205)  (760,3255)  (810,3255)  (860,3255)  (810,3303)  (860,3155)  (860,3205)  (860,3255)  (860,3305)  (765,3260)  | overflowToLeft=false
New South Wales  (5850,3180)  (5900,3180)  (5800,3180)  (5800,3240)  (5850,3240)  (5900,3240)  (5790,3290)  (5840,3290)  (5900,3290)  (5950,3190)  (5950,3240)  (5950,3290)  (5800,3290)  | overflowToLeft=false
107 Sea Zone  (4830,2340)  (4880,2340)  (4780,2340)  (4775,2390)  (4825,2390)  (4875,2390)  (4770,2440)  (4820,2440)  (4690,2490)  (4740,2490)  (4790,2490)  (4745,2540)  (4695,2540)  (4695,2590)  (4745,2590)  (4785,2345)  | overflowToLeft=false
West India  (3810,2050)  (3860,2050)  (3760,2050)  (3760,2100)  (3810,2100)  (3860,2100)  (3760,2150)  (3810,2150)  (3860,2150)  (3760,2200)  (3810,2200)  (3860,2200)  (3710,2100)  (3710,2150)  (3710,2200)  (3720,2200)  | overflowToLeft=false
12 Sea Zone  (1770,410)  (1820,410)  (1720,410)  (1720,460)  (1770,460)  (1820,460)  (1720,510)  (1770,510)  (1820,510)  (1670,560)  (1720,560)  (1670,410)  (1670,460)  (1670,510)  (1670,510)  (1670,610)  (1870,410)  (1870,460)  (1870,510)  (1685,515)  | overflowToLeft=false
1 Sea Zone  (588,510)  (638,510)  (538,510)  (688,510)  (738,510)  (525,460)  (740,460)  (740,410)  (515,410)  (700,360)  (440,310)  (682,310)  (660,260)  (390,310)  (375,260)  (538,515)  | overflowToLeft=false
East Germany  (2547,970)  (2597,970)  (2497,970)  (2497,1020)  (2547,1020)  (2597,1020)  (2497,1070)  (2547,1070)  (2597,1070)  (2447,1020)  (2447,1070)  (2452,1075)  | overflowToLeft=false
79 Sea Zone  (4054,2610)  (4104,2610)  (4054,2660)  (4104,2660)  (4054,2560)  (4054,2510)  (4054,2460)  (4054,2510)  (4054,2410)  (4054,2360)  (4104,2360)  (4054,2310)  (3995,2300)  (3995,2350)  (4040,2262)  (4090,2262)  (4000,2345)  | overflowToLeft=false
144 Sea Zone  (6700,350)  (6750,350)  (6650,350)  (6650,400)  (6700,400)  (6750,400)  (6650,450)  (6700,450)  (6750,450)  (6600,350)  (6600,400)  (6600,450)  (6550,400)  (6550,450)  (6500,400)  (6500,450)  (6650,300)  (6700,300)  (6750,300)  (6600,300)  (6755,250)  (6650,450)  (6700,470)  (6508,458)  | overflowToLeft=false
Kiangsu  (4920,1495)  (4970,1495)  (4870,1495)  (4870,1545)  (4920,1545)  (4970,1545)  (4870,1595)  (4920,1595)  (4970,1595)  (5020,1495)  (5020,1545)  (5020,1595)  (5015,1445)  (5080,1495)  (5065,1445)  (4880,1595)  | overflowToLeft=false
Zhejiang  (5010,1705)  (5060,1705)  (4960,1705)  (4960,1755)  (5010,1755)  (5060,1755)  (4960,1805)  (5010,1805)  (5060,1805)  (4960,1855)  (5060,1855)  (5010,1855)  (4910,1755)  (4910,1805)  (5085,1655)  (6010,1705)  (4910,1855)  | overflowToLeft=false
135 Sea Zone  (6250,1010)  (6300,1010)  (6200,1010)  (6200,1060)  (6250,1060)  (6300,1060)  (6200,1110)  (6250,1110)  (6300,1110)  (6200,1160)  (6250,1160)  (6300,1160)  (6200,1210)  (6250,1210)  (6300,1210)  (6350,1010)  (6350,1060)  (6350,1110)  (6350,1160)  (6350,1210)  (6150,1010)  (6150,1060)  (6150,1110)  (6150,1160)  (6150,1210)  (6155,1215)  | overflowToLeft=false
Chongqing  (4305,1570)  (4795,70)  (4845,70)  (4745,70)  (4745,120)  (4795,120)  (4845,120)  (4745,170)  (4795,170)  (4845,170)  (4747,172)  | overflowToLeft=false
South Iran  (3550,2030)  (3600,2030)  (3500,2030)  (3500,2080)  (3550,2080)  (3600,2080)  (3550,2130)  (3600,2130)  (3650,2030)  (3650,2080)  (3450,2030)  (3450,2080)  (3650,2130)  (3450,1980)  (3400,1980)  (3450,1930)  (3400,1930)  | overflowToLeft=false
Philippines  (5030,2182)  (5080,2182)  (4980,2182)  (4980,2232)  (5030,2232)  (5080,2232)  (4980,2282)  (5030,2282)  (5080,2282)  (4980,2332)  (5030,2332)  (5080,2332)  (4980,2382)  (5030,2382)  (5130,2332)  (5130,2382)  (5080,2382)  (4985,2387)  | overflowToLeft=false
Quebec  (670,685)  (720,685)  (620,685)  (620,735)  (670,735)  (720,735)  (620,785)  (670,785)  (720,785)  (620,835)  (670,835)  (720,835)  (620,885)  (670,885)  (720,885)  (625,890)  | overflowToLeft=false
Lowlands  (2190,900)  (2240,900)  (2140,900)  (2140,950)  (2190,950)  (2240,950)  (2090,1000)  (2140,1000)  (2190,1000)  (2240,1000)  (2095,995)  | overflowToLeft=false
25 Sea Zone  (1630,1100)  (1680,1100)  (1580,1100)  (1580,1150)  (1630,1150)  (1680,1150)  (1580,1200)  (1630,1200)  (1680,1200)  (1580,1250)  (1630,1250)  (1680,1250)  (1580,1300)  (1630,1300)  (1680,1300)  (1580,1050)  (1630,1050)  (1680,1050)  (1580,1350)  (1580,1400)  (1580,1450)  (1585,1305)  | overflowToLeft=false
66 Sea Zone  (985,3130)  (935,3130)  (935,3180)  (985,3180)  (935,3230)  (985,3230)  (935,3280)  (935,3330)  (940,3380)  (990,3380)  (940,3430)  (990,3430)  (890,3430)  (840,3430)  (985,3080)  (880,3380)  (790,3430)  (805,3415)  | overflowToLeft=false
122 Sea Zone  (6020,1690)  (6070,1690)  (5970,1690)  (5970,1740)  (6020,1740)  (6070,1740)  (5970,1790)  (6020,1790)  (6070,1790)  (5970,1840)  (6020,1840)  (6070,1840)  (5970,1890)  (6020,1890)  (6070,1890)  (5970,1940)  (6020,1940)  (6070,1940)  (5970,1990)  (6020,1990)  (6070,1990)  (6120,1690)  (6120,1740)  (6120,1790)  (6120,1840)  (6120,1890)  (6120,1940)  (6120,1990)  (5975,1995)  | overflowToLeft=false
116 Sea Zone  (6290,1980)  (6340,1980)  (6240,1980)  (6240,2030)  (6290,2030)  (6340,2030)  (6240,2080)  (6290,2080)  (6340,2080)  (6240,2130)  (6290,2130)  (6340,2130)  (6240,2180)  (6290,2180)  (6340,2180)  (6245,2185)  | overflowToLeft=false
Angola  (2460,3085)  (2510,3085)  (2410,3085)  (2410,3135)  (2460,3135)  (2510,3135)  (2560,3085)  (2560,3135)  (2530,3035)  (2400,3180)  (2550,3180)  (2390,3135)  | overflowToLeft=false
139 Sea Zone  (7240,870)  (7290,870)  (7240,920)  (7290,920)  (7240,970)  (7290,970)  (7240,1020)  (7290,1020)  (7240,1070)  (7290,1070)  (7240,1120)  (7290,1120)  (7240,1170)  (7290,1170)  (7240,1220)  (7290,1220)  (7240,820)  (7290,820)  (7240,770)  (7290,770)  (7340,770)  (7340,820)  (7340,870)  (7340,920)  (7340,970)  (7340,1220)  (7345,925)  | overflowToLeft=false
29 Sea Zone  (1280,1520)  (1330,1520)  (1230,1520)  (1230,1570)  (1280,1570)  (1330,1570)  (1230,1620)  (1280,1620)  (1330,1620)  (1230,1670)  (1280,1670)  (1330,1670)  (1230,1720)  (1280,1720)  (1330,1720)  (1180,1520)  (1180,1570)  (1180,1620)  (1180,1670)  (1180,1720)  (1380,1520)  (1380,1570)  (1380,1620)  (1380,1670)  (1380,1720)  | overflowToLeft=false
Evenkiskiy  (4940,520)  (4990,520)  (4890,520)  (4890,570)  (4940,570)  (4990,570)  (4890,620)  (4940,620)  (4990,620)  (5040,520)  (5040,570)  (5040,620)  (4840,520)  (4840,570)  (4840,620)  (4940,670)  (4990,670)  (5040,670)  | overflowToLeft=false
Greece  (2730,1582)  (2680,1582)  (2780,1582)  (2680,1632)  (2730,1632)  (2780,1632)  (2730,1682)  (2780,1682)  (2730,1732)  (2780,1732)  (2648,1542)  (2635,1582)  (2635,1588)  | overflowToLeft=false
North New Zealand  (6520,3160)  (6570,3160)  (6470,3160)  (6470,3210)  (6520,3210)  (6570,3210)  (6520,3260)  (6570,3260)  (6522,3262)  | overflowToLeft=false
Johnston Atoll  (6720,1740)  (6770,1740)  (6670,1740)  (6670,1790)  (6720,1790)  (6770,1790)  (6670,1840)  (6720,1840)  (6770,1840)  (6670,1890)  (6720,1890)  (6770,1890)  (6675,1895)  | overflowToLeft=false
Guyana  (925,2215)  (510,70)  (560,70)  (460,70)  (460,120)  (510,120)  (560,120)  (460,170)  (510,170)  (560,170)  (462,172)  | overflowToLeft=false
British East Africa  (2870,2700)  (2920,2700)  (2820,2700)  (2820,2750)  (2870,2750)  (2920,2750)  (2820,2800)  (2870,2800)  (2920,2800)  (2970,2700)  (2970,2750)  (2970,2800)  (2770,2700)  (2770,2750)  (2720,2730)  (2780,2800)  | overflowToLeft=false
Iraq  (3230,1900)  (3280,1900)  (3180,1900)  (3180,1950)  (3230,1950)  (3280,1950)  (3210,2000)  (3260,2000)  (3310,2000)  (3315,1800)  (3265,1800)  (3315,1750)  (3215,2005)  | overflowToLeft=false
Nepal  (4025,2018)  (4488,70)  (4538,70)  (4438,70)  (4438,120)  (4488,120)  (4538,120)  (4438,170)  (4488,170)  (4538,170)  (4440,172)  | overflowToLeft=false
Borneo  (4910,2560)  (4960,2560)  (4860,2560)  (4860,2610)  (4910,2610)  (4960,2610)  (4860,2660)  (4910,2660)  (4960,2660)  (4810,2560)  (4810,2610)  (4810,2660)  (4810,2660)  (4815,2665)  | overflowToLeft=false
57 Sea Zone  (380,2090)  (430,2090)  (330,2090)  (330,2140)  (380,2140)  (430,2140)  (330,2190)  (380,2190)  (430,2190)  (330,2240)  (380,2240)  (430,2240)  (330,2290)  (380,2290)  (430,2290)  (330,2340)  (380,2340)  (430,2340)  (280,2090)  (280,2140)  (280,2090)  (280,2190)  (280,2240)  (280,2290)  (285,2295)  | overflowToLeft=false
98 Sea Zone  (4755,2725)  (4805,2725)  (4705,2725)  (4855,2725)  (4905,2725)  (4655,2775)  (4705,2775)  (4755,2775)  (4805,2775)  (4855,2775)  (4905,2775)  (4720,2675)  (4770,2675)  (4660,2780)  | overflowToLeft=false
French West Africa  (1905,2190)  (1955,2190)  (1855,2190)  (1855,2245)  (1905,2245)  (1955,2245)  (1855,2290)  (1905,2290)  (1955,2290)  (1855,2345)  (1805,2245)  (1805,2290)  (1805,2345)  (1805,2395)  (1855,2395)  (1815,2305)  | overflowToLeft=false
West Turkey  (3000,1600) (3050,1600) (2950,1600)  (2950,1650) (3000,1650) (3050,1650) (2900,1600) (2900,1650) (2900,1550) (2903,1653) | overflowToLeft=false
East Turkey  (3175,1600) (3225,1600)  (3125,1600) (3125,1650)  (3175,1650) (3225,1650) (3225,1600) (3275,1650) (3128,1653)| overflowToLeft=false
Caroline Islands  (5900,2215)  (5950,2215)  (5850,2215)  (5850,2265)  (5900,2265)  (5950,2265)  (5850,2315)  (5900,2315)  (5950,2315)  (5850,2365)  (5900,2365)  (5950,2365)  (5850,2415)  (5900,2415)  (5950,2415)  (5855,2420)  | overflowToLeft=false
South New Zealand  (6405,3330)  (6455,3330)  (6355,3330)  (6355,3380)  (6405,3380)  (6455,3380)  (6355,3430)  (6405,3430)  (6455,3430)  (6357,3432)  | overflowToLeft=false
Trans-Jordan  (3070,1896)  (3120,1896)  (3020,1896)  (3020,1946)  (3070,1946)  (3120,1946)  (2970,1896)  (2970,1946)  (3035,1996)  (3085,1996)  (2975,1954)  | overflowToLeft=false
Peru  (655,2455)  (705,2455)  (605,2455)  (605,2505)  (655,2505)  (705,2505)  (755,2505)  (590,2555)  (640,2555)  (690,2555)  (740,2555)  (620,2605)  (670,2605)  (720,2605)  (700,2655)  (595,2405)  (600,2355)  (650,2355)  (625,2610)  | overflowToLeft=false
67 Sea Zone  (1190,3100)  (1240,3100)  (1140,3100)  (1140,3150)  (1190,3150)  (1240,3150)  (1140,3200)  (1190,3200)  (1240,3200)  (1140,3250)  (1190,3250)  (1240,3250)  (1140,3300)  (1190,3300)  (1240,3300)  (1140,3350)  (1190,3350)  (1240,3350)  (1140,3400)  (1190,3400)  (1240,3400)  (1090,3100)  (1090,3150)  (1090,3200)  (1090,3250)  (1090,3300)  (1090,3350)  (1090,3400)  (1145,3405)  | overflowToLeft=false
Vancouver  (7455,713)  (6785,70)  (6835,70)  (6735,70)  (6735,120)  (6785,120)  (6835,120)  (6735,170)  (6785,170)  (6835,170)  (6737,172)  | overflowToLeft=false
Union of South Africa  (2680,3340)  (2730,3340)  (2630,3340)  (2630,3390)  (2680,3390)  (2730,3390)  (2780,3340)  (2580,3340)  (2580,3390)  (2530,3340)  (2480,3340)  (2530,3390)  (2480,3390)  (2810,3290)  | overflowToLeft=false
Galapagos Islands  (250,2400)  (52,70)  (102,70)  (2,70)  (2,120)  (52,120)  (102,120)  (2,170)  (52,170)  (102,170)  (4,172)  | overflowToLeft=false
Pitcairn Islands  (7350,3100)  (6480,70)  (6530,70)  (6430,70)  (6430,120)  (6480,120)  (6530,120)  (6430,170)  (6480,170)  (6530,170)  (6432,172)  | overflowToLeft=false
Thailand  (4445,2240)  (4495,2240)  (4395,2240)  (4395,2290)  (4445,2290)  (4495,2290)  (4395,2340)  (4445,2340)  (4495,2340)  (4545,2340)  (4395,2390)  (4445,2390)  (4495,2390)  (4495,2440)  (4545,2390)  (4545,2440)  (4395,2390)  | overflowToLeft=false
Tuva Peoples Republic  (4280,690)  (4640,70)  (4690,70)  (4590,70)  (4590,120)  (4640,120)  (4690,120)  (4590,170)  (4640,170)  (4690,170)  (4592,172)  | overflowToLeft=false
Sichuan  (4215,1650)  (4265,1650)  (4165,1650)  (4165,1700)  (4215,1700)  (4265,1700)  (4165,1750)  (4215,1750)  (4265,1750)  (4165,1800)  (4215,1800)  (4265,1800)  (4315,1650)  (4315,1700)  (4315,1750)  (4315,1800)  (4215,1850)  (4265,1850)  | overflowToLeft=false
Southwest USA  (60,1200)  (110,1200)  (10,1200)  (10,1250)  (60,1250)  (110,1250)  (60,1300)  (110,1300)  (10,1300)  (60,1350)  (110,1350)  (10,1350)  (160,1200)  (160,1250)  (160,1300)  (160,1350)  (25,1345)  | overflowToLeft=false
Gorki  (3550,815)  (3600,815)  (3500,815)  (3500,865)  (3550,865)  (3600,865)  (3500,915)  (3550,915)  (3450,915)  (3600,915)  (3450,865)  (3400,915)  (3650,815)  (3650,865)  | overflowToLeft=false
39 Sea Zone  (3170,1460)  (3220,1460)  (3120,1460)  (3120,1510)  (3170,1510)  (3220,1510)  (3173,1410)  (3180,1360)  (3125,1515)  | overflowToLeft=false
Dutch New Guinea  (5620,2600)  (5670,2600)  (5570,2600)  (5570,2650)  (5620,2650)  (5670,2650)  (5720,2600)  (5720,2650)  (5720,2700)  (5670,2700)  (5570,2605)  | overflowToLeft=false
Northwest USA  (7495,860)  (7545,860)  (7445,860)  (7445,910)  (7495,910)  (7545,910)  (7445,960)  (7495,960)  (7545,960)  (7595,860)  (7595,910)  (7595,960)  (7395,960)  (7395,910)  (7395,860)  | overflowToLeft=false
95 Sea Zone  (7030,3100)  (7080,3100)  (6980,3100)  (6980,3150)  (7030,3150)  (7080,3150)  (6980,3200)  (7030,3200)  (7080,3200)  (6980,3250)  (7030,3250)  (7080,3250)  (6980,3300)  (7030,3300)  (7080,3300)  (6980,3350)  (7030,3350)  (7080,3350)  (6980,3400)  (7030,3400)  (7080,3400)  (6930,3100)  (6930,3150)  (6930,3200)  (6930,3250)  (6930,3300)  (6930,3350)  (6930,3400)  (6935,3405)  | overflowToLeft=false
Baltic States  (2830,770)  (2880,770)  (2780,770)  (2780,820)  (2830,820)  (2880,820)  (2780,870)  (2830,870)  (2880,870)  (2730,770)  (2730,820)  (2730,870)  (2730,870)  | overflowToLeft=false
South Anglo Sudan  (2635,2520)  (2685,2520)  (2585,2520)  (2595,2570)  (2645,2570)  (2695,2570)  (2625,2620)  (2675,2620)  (2725,2620)  (2735,2520)  (2745,2570)  (2560,2470)  (2630,2630)  | overflowToLeft=false
Murmansk  (2895,330)  (2945,330)  (2845,330)  (2845,380)  (2895,380)  (2945,380)  (2830,430)  (2880,430)  (2930,430)  (2980,430)  (2795,330)  (2795,380)  (2835,425)  | overflowToLeft=false
Andes  (750,2876)  | overflowToLeft=false
140 Sea Zone  (5855,515)  (5905,515)  (5805,515)  (5805,565)  (5855,565)  (5905,565)  (5755,515)  (5755,565)  (5955,515)  (5955,565)  (5885,615)  (5935,615)  (5795,615)  (5810,570)  | overflowToLeft=false
Gabon-French Congo  (2370,2790)  (2420,2790)  (2320,2790)  (2320,2840)  (2370,2840)  (2420,2840)  (2320,2890)  (2370,2890)  (2420,2890)  (2270,2840)  (2270,2890)  (2350,2940)  (2400,2940)  (2280,2900)  | overflowToLeft=false
Cook Islands  (6950,2455)  (6121,70)  (6171,70)  (6121,70)  (6221,70)  (6121,120)  (6171,120)  (6221,120)  (6121,170)  (6171,170)  (6221,170)  (6123,172)  | overflowToLeft=false
Uruguay  (952,2975)  (360,70)  (410,70)  (310,70)  (310,120)  (360,120)  (410,120)  (310,170)  (360,170)  (410,170)  (312,172)  | overflowToLeft=false
United Kingdom  (1973,770)  (2023,770)  (1923,770)  (1921,820)  (1971,820)  (1923,870)  (1973,870)  (1873,770)  (1873,820)  (1873,870)  (1823,770)  (1820,821)  (1823,870)  (1878,875)  | overflowToLeft=false
Vologda  (3530,600)  (3580,600)  (3480,600)  (3480,650)  (3530,650)  (3580,650)  (3630,600)  (3630,650)  (3430,600)  (3430,650)  (3530,700)  (3580,700)  (3630,700)  (3430,550)  (3630,550)  | overflowToLeft=false
Venezuela  (740,2090)  (790,2090)  (690,2090)  (690,2140)  (740,2140)  (790,2140)  (840,2090)  (840,2140)  (760,2190)  (810,2190)  (665,2040)  (695,2145)  | overflowToLeft=false
Kuybishev  (3650,1020)  (3700,1020)  (3600,1020)  (3600,1070)  (3650,1070)  (3700,1070)  (3600,1120)  (3650,1120)  (3700,1120)  (3600,1170)  (3650,1170)  (3700,1170)  (3750,1020)  (3750,1070)  (3750,1120)  (3750,1170)  | overflowToLeft=false
Queensland  (5860,2970)  (5910,2970)  (5810,2970)  (5810,3020)  (5860,3020)  (5910,3020)  (5960,3020)  (5810,3070)  (5860,3070)  (5910,3070)  (5960,3070)  (6010,3070)  (5810,3070)  | overflowToLeft=false
South Equatorial Africa  (2449,2550)  (2499,2550)  (2399,2550)  (2409,2600)  (2459,2600)  (2509,2600)  (2559,2600)  (2459,2650)  (2509,2650)  (2559,2650)  (2609,2650)  (2462,2655)  | overflowToLeft=false
130 Sea Zone  (6580,1380)  (6630,1380)  (6530,1380)  (6530,1430)  (6580,1430)  (6630,1430)  (6530,1480)  (6580,1480)  (6630,1480)  (6530,1530)  (6580,1530)  (6630,1530)  (6530,1580)  (6580,1580)  (6630,1480)  (6530,1330)  (6580,1330)  (6630,1330)  (6535,1585)  | overflowToLeft=false
Greater South Germany  (2480,1188)  (2530,1188)  (2430,1188)  (2430,1238)  (2480,1238)  (2530,1238)  (2580,1188)  (2580,1238)  (2375,1218)  (2435,1243)  | overflowToLeft=false
Hongkong  (4905,2015)  (4950,70)  (5000,70)  (4900,70)  (4900,120)  (4950,120)  (5000,120)  (4900,170)  (4950,170)  (5000,170)  (4902,172)  | overflowToLeft=false
Celebes  (5270,2570)  (5320,2570)  (5220,2570)  (5220,2620)  (5270,2620)  (5320,2620)  (5220,2670)  (5270,2670)  (5320,2670)  (5370,2570)  (5370,2620)  (5370,2670)  (5235,2575)  | overflowToLeft=false
Khanty  (3870,300)  (3920,300)  (3820,300)  (3820,350)  (3870,350)  (3920,350)  (3820,400)  (3870,400)  (3920,400)  (3820,450)  (3870,450)  (3920,450)  (3820,500)  (3970,300)  (3970,350)  (3970,400)  (3970,450)  | overflowToLeft=false
136 Sea Zone  (6550,870)  (6600,870)  (6500,870)  (6500,920)  (6550,920)  (6600,920)  (6500,970)  (6550,970)  (6600,970)  (6500,1020)  (6550,1020)  (6600,1020)  (6500,1070)  (6550,1070)  (6600,1070)  (6500,1120)  (6550,1120)  (6600,1120)  (6650,870)  (6650,920)  (6650,970)  (6650,1020)  (6650,1070)  (6650,1120)  (6505,1125)  | overflowToLeft=false
New Brunswick-Newfoundland  (905,890)  (955,890)  (855,890)  (855,940)  (905,940)  (955,940)  (805,890)  (805,940)  (1005,890)  (1005,940)  (905,990)  (955,990)  (1005,990)  (1055,896)  (900,987)  | overflowToLeft=false
North Iran  (3540,1820)  (3590,1820)  (3490,1820)  (3490,1870)  (3540,1870)  (3590,1870)  (3640,1820)  (3640,1870)  (3440,1820)  (3440,1870)  (3390,1820)  (3390,1870)  (3390,1770)  (3440,1770)  (3390,1720)  (3440,1720)  (3635,1920)  (3395,1875)  | overflowToLeft=false
59 Sea Zone  (130,2090)  (180,2090)  (80,2090)  (80,2140)  (130,2140)  (180,2140)  (80,2190)  (130,2190)  (180,2190)  (80,2240)  (130,2240)  (180,2240)  (80,2290)  (130,2290)  (180,2290)  (80,2340)  (130,2340)  (180,2340)  (30,2090)  (30,2140)  (30,2190)  (30,2240)  (30,2290)  (35,2295)  | overflowToLeft=false
118 Sea Zone  (7160,2130)  (7210,2130)  (7110,2130)  (7110,2180)  (7160,2180)  (7210,2180)  (7110,2230)  (7160,2230)  (7210,2230)  (7110,2280)  (7160,2280)  (7210,2280)  (7110,2330)  (7160,2330)  (7210,2330)  (7110,2380)  (7160,2380)  (7210,2380)  (7260,2130)  (7260,2180)  (7260,2230)  (7260,2280)  (7260,2330)  (7260,2380)  (7260,2130)  (7060,2180)  (7060,2230)  (7060,22830)  (7060,2330)  (7060,2380)  (7065,2385)  | overflowToLeft=false
East Sahara  (2500,2160)  | overflowToLeft=false
South Chile  (705,3151)  (655,3151)  (655,3201)  (705,3201)  (655,3251)  (705,3251)  (655,3301)  (705,3301)  (655,3351)  (705,3351)  (755,3351)  (805,3353)  (660,3355)  | overflowToLeft=false
10 Sea Zone  (1260,420)  (1310,420)  (1210,420)  (1210,470)  (1260,470)  (1310,470)  (1210,520)  (1260,520)  (1310,520)  (1210,570)  (1260,570)  (1310,570)  (1210,620)  (1260,620)  (1310,620)  (1360,420)  (1360,470)  (1360,520)  (1360,570)  (1360,620)  (1160,420)  (1160,470)  (1215,625)  | overflowToLeft=false
77 Sea Zone  (3490,2450)  (3540,2440)  (3440,2450)  (3440,2500)  (3490,2500)  (3540,2500)  (3440,2550)  (3490,2550)  (3540,2550)  (3440,2600)  (3490,2600)  (3540,2600)  (3440,2650)  (3490,2650)  (3540,2650)  (3590,2450)  (3590,2600)  (3590,2550)  (3590,2600)  (3590,2650)  (3390,2450)  (3390,2500)  (3390,2550)  (3390,2600)  (3390,2650)  (3390,2700)  (3395,2705)  | overflowToLeft=false
Gold Coast  (1940,2406)  (1530,70)  (1580,70)  (1630,70)  (1530,120)  (1580,120)  (1630,120)  (1530,170)  (1580,170)  (1630,170)  (1532,172)  | overflowToLeft=false
Tasmania  (5880,3435)  (5865,70)  (5915,70)  (5815,70)  (5815,120)  (5865,120)  (5915,120)  (5815,170)  (5865,170)  (5915,170)  (5817,172)  | overflowToLeft=false
120 Sea Zone  (5340,1740)  (5390,1740)  (5290,1740)  (5290,1790)  (5340,1790)  (5390,1790)  (5290,1840)  (5340,1840)  (5390,1840)  (5390,1890)  (5290,1890)  (5340,1890)  (5390,1940)  (5290,1940)  (5340,1940)  (5390,1990)  (5290,1990)  (5340,1990)  (5390,1990)  (5240,1740)  (5240,1790)  (5190,1740)  (5190,1790)  (5195,1795)  | overflowToLeft=false
Ceylon  (3978,2460)  (3928,2460)  (3928,2510)  (3978,2510)  (3928,2560)  (3978,2560)  (3928,2610)  (3978,2610)  (3928,2660)  (3978,2660)  (3929,2665)  | overflowToLeft=false
Leningrad  (2920,685)  (3417,70)  (3467,70)  (3367,70)  (3367,120)  (3417,120)  (3467,120)  (3367,170)  (3417,170)  (3467,170)  (3369,172)  | overflowToLeft=false
71 Sea Zone  (2950,3325)  (3000,3325)  (2900,3325)  (2900,3375)  (2950,3375)  (3000,3375)  (2900,3425)  (2950,3425)  (3000,3425)  (2850,3425)  (2850,3375)  (2800,3427)  (2750,3429)  (2700,3429)  (2650,3429)  (2600,3429)  (2550,3429)  (2500,3429)  (2450,3429)  (2400,3429)  (2350,3429)  (2350,3379)  (2400,3379)  | overflowToLeft=false
Belarus  (3050,780)  (3100,780)  (3000,780)  (3000,830)  (3050,830)  (3100,830)  (3000,880)  (3050,880)  (3100,880)  (3150,780)  (3150,830)  (3150,880)  (2950,780)  (2950,830)  (2950,880)  | overflowToLeft=false
30 Sea Zone  (1470,1520)  (1520,1520)  (1470,1570)  (1520,1570)  (1470,1620)  (1520,1620)  (1470,1670)  (1520,1670)  (1470,1720)  (1520,1720)  (1570,1720)  (1470,1770)  (1520,1770)  (1570,1770)  (1470,1820)  (1520,1820)  (1570,1820)  (1470,1870)  (1520,1870)  (1570,1870)  (1472,1872)  | overflowToLeft=false
West Egypt  (2740,1960)  (2790,1960)  (2690,1960)  (2690,2010)  (2740,2010)  (2790,2010)  (2690,2060)  (2740,2060)  (2790,2060)  (2690,2110)  (2740,2110)  (2790,2110)  (2690,2160)  (2740,2160)  (2685,2055)  | overflowToLeft=false
108 Sea Zone  (5090,2440)  (5140,2440)  (5040,2440)  (5040,2490)  (5090,2490)  (5140,2490)  (5040,2540)  (5090,2540)  (5140,2540)  (5040,2590)  (5090,2590)  (5140,2590)  (5187,2440)  (5237,2440)  (5190,2490)  (5185,2390)  (5235,2390)  (5025,2495)  | overflowToLeft=false
Caucasus  (3350,1480)  (3400,1480)  (3300,1480)  (3310,1530)  (3360,1530)  (3410,1530)  (3330,1580)  (3380,1580)  (3430,1580)  (3380,1630)  (3430,1630)  (3480,1630)  (3480,1680)  (3385,1635)  | overflowToLeft=false
Albania  (2593,1525)  (3110,70)  (3160,70)  (3060,70)  (3060,120)  (3110,120)  (3160,120)  (3060,170)  (3110,170)  (3160,170)  (3062,172)  | overflowToLeft=false
East Greenland  (945,300)  (995,300)  (895,300)  (895,350)  (945,350)  (995,350)  (895,400)  (945,400)  (945,450)  (945,350)  | overflowToLeft=false
